"date","volumeMTUM","volumeQUAL","volumeVLUE","volumeSIZE","volumeUSMV","volumeSPY"
2017-05-11,106283,80008,413908,5547,1846368,62358346
2017-05-12,896673,172813,32142,6677,1137376,53912730
2017-05-15,295218,135390,573528,42507,1189336,61918937
2017-05-16,150853,401656,75698,8489,1280508,51241791
2017-05-17,145308,128633,73732,3065,1677505,172174107
2017-05-18,286043,211901,225602,12898,1424959,107047656
2017-05-19,145347,98357,59363,10294,1058067,115011373
2017-05-22,150906,191553,36313,2301,953988,61010602
2017-05-23,155092,116597,272821,12401,1165619,48341683
2017-05-24,317206,157843,54174,6630,991550,49181099
2017-05-25,262210,58665,128919,2423,1304352,64071661
2017-05-26,148064,48296,103118,33905,887085,46629905
2017-05-30,134184,65346,89167,4401,1345818,35201897
2017-05-31,120011,208774,140424,1765,1241655,91796016
2017-06-01,652018,553580,616951,17448,1982605,68962024
2017-06-02,366239,125729,292527,6399,1640661,88666128
2017-06-05,428353,193961,184678,32944,842031,44698825
2017-06-06,714577,253043,63454,2998,2902768,50375430
2017-06-07,323466,1181810,350864,1398,911756,54144311
2017-06-08,260744,67915,39540,8471,1140289,65950691
2017-06-09,338529,223485,230192,18777,1965927,132256362
2017-06-12,2192163,382182,1274871,319941,4286341,86108102
2017-06-13,299995,85809,200610,3141,967348,60066953
2017-06-14,167024,363135,697235,1235,1675224,78602311
2017-06-15,143587,867686,76405,3477,1406430,66464888
2017-06-16,134690,334429,99272,6744,1135858,84553097
2017-06-19,162488,1075699,820299,2697,3048143,65123802
2017-06-20,839927,441853,78918,4064,851254,56906368
2017-06-21,237369,63565,60978,716,1271756,55977569
2017-06-22,235691,58325,87647,6095,813248,44148059
2017-06-23,107565,73067,308911,325,1150760,66986801
2017-06-26,222740,132206,835168,1161,726084,56700477
2017-06-27,173362,270414,93119,3310,1741620,82247666
2017-06-28,203622,117809,70800,2857,925628,70042599
2017-06-29,355720,91740,61055,5441,2594602,106949719
2017-06-30,177821,103422,56163,3471,1062943,86820694
2017-07-05,1277941,121337,104089,37224,2442056,54427596
2017-07-06,430101,132801,37611,4173,2855102,66115317
2017-07-07,228704,219421,25721,4595,888367,57972268
2017-07-10,655930,166517,177943,5599,1341727,36663274
2017-07-11,447043,78523,219147,3471,1055987,50354614
2017-07-12,249566,60134,34675,862,2091561,59610405
2017-07-13,216726,899194,213986,71433,1451882,39471637
2017-07-14,1932720,2505653,2245844,2270320,1310320,60262692
2017-07-17,207450,77393,245678,18807,1040742,33531917
2017-07-18,315721,62170,73678,4555,755394,42742498
2017-07-19,203080,321003,75236,2545,848438,51034260
2017-07-20,167169,47571,111833,3536,2085871,47135183
2017-07-21,148517,94709,117316,20759,3041851,88711019
2017-07-25,210246,45378,55888,2578,1733318,54915591
2017-07-27,370028,137536,208054,1580,884099,70766568
2017-08-01,408712,92417,73149,4908,731570,55050401
2017-08-02,317629,331065,202146,1511,1105113,47211216
2017-08-03,275585,218765,147002,2432,1649988,40855997
2017-08-07,483658,94194,545456,762,3280255,31995021
2017-08-08,1063478,144983,53078,2747,797791,61719353
2017-08-10,358280,175616,670445,453231,1783305,120479470
2017-08-11,303510,64905,126113,497,1217882,74869947
2017-08-14,292619,110313,403390,1050,2132353,73291919
2017-08-16,322597,104724,215628,12535,929312,56715544
2017-08-17,244610,73488,60113,779,998414,128490396
2017-08-18,292869,110581,138286,7027,3186800,136747986
2017-08-21,300658,128710,75709,16603,1258666,65469736
2017-08-22,359859,59251,53579,820,2148677,63140101
2017-08-23,276302,105531,40287,7777,1091112,50203837
2017-08-24,253079,85547,73943,15005,720627,50741671
2017-08-25,212103,83867,60232,1636,998252,64445912
2017-08-29,200434,66508,47174,2394,1118424,51135715
2017-08-30,270096,97009,82059,2164,1193582,62030805
2017-08-31,275594,72235,61811,606,749798,103803880
2017-09-01,379631,66523,188953,2127,862817,62006989
2017-09-05,280930,203808,1314220,1170,1479877,91398777
2017-09-06,631343,97364,235858,3723,1245180,57916867
2017-09-07,221062,71063,82166,133083,1578676,58034730
2017-09-08,194304,215125,295231,186,1483330,63832825
2017-09-11,203251,102830,66382,1623,759521,71364848
2017-09-13,182788,104357,225152,126874,1287341,59228002
2017-09-14,274586,1189647,153933,4228,914022,95446349
2017-09-15,172511,431782,617260,14686,727426,95432382
2017-09-18,281196,1651579,362723,5501,799047,46235238
2017-09-19,266390,87143,65277,5784,2771762,47108148
2017-09-20,235985,61620,66620,997,962238,59574083
2017-09-21,321812,70999,89185,554,1072317,48211398
2017-09-22,129770,228622,41254,2644,759627,51214032
2017-09-26,429078,644469,352633,4277,1020498,54081959
2017-09-27,633238,1134410,166118,638,1139560,81001426
2017-09-28,179308,183855,93291,972,1244688,44778841
2017-09-29,256097,219805,164990,41608,1975931,85578002
2017-10-02,337393,348522,824385,128107,1657460,59022985
2017-10-03,489120,84381,529128,2795,1562839,66810169
2017-10-04,272310,160965,200182,7991,858833,55953619
2017-10-05,252697,59525,58762,926,1204706,63522757
2017-10-06,278359,164727,59061,8342,1356513,80645998
2017-10-09,347798,269910,32300,5887,664095,35803138
2017-10-10,206916,1568743,104437,1363,2253943,43057363
2017-10-11,489091,519967,248766,182495,2756906,47674325
2017-10-12,581225,163610,81471,4444,890036,47065144
2017-10-13,421552,56101,52918,2220,709060,54800435
2017-10-18,401781,116480,219807,6664,1197058,40888330
2017-10-19,267953,60473,47814,3307,1332279,61903788
2017-10-20,364224,116932,32129,1328,1211164,89176377
2017-10-23,414446,102678,144498,5066,1481862,63915306
2017-10-24,326480,467354,150773,4281,856673,66935910
2017-10-25,555069,95843,44189,3575,1242408,103715291
2017-10-26,433343,204955,138364,1663,600936,69797972
2017-10-27,321489,260306,2610611,1926,918923,85562544
2017-10-30,323230,113381,142471,1460,757468,54285687
2017-10-31,438035,219463,65231,2763,780595,60304781
2017-11-01,472936,158791,101871,13991,987393,54202736
2017-11-02,327851,103869,88253,1988,737476,56449535
2017-11-03,720952,64329,53428,4055,828261,59589730
2017-11-06,638199,1006491,626243,477926,2252027,49652598
2017-11-07,767243,699265,513878,6508,848553,57502161
2017-11-08,319623,69036,49489,1148,1619060,50469579
2017-11-09,511487,90657,52392,651,1547005,93981044
2017-11-10,502926,222800,149812,18868,926763,59984662
2017-11-13,452817,1091734,164800,19451,4051465,50228648
2017-11-14,365649,80569,60651,1142,9056546,61315152
2017-11-15,343392,145896,210377,2456,1122210,80811525
2017-11-16,782010,151964,298735,953,749366,67777027
2017-11-20,404160,185511,106052,17259,1118046,48075514
2017-11-21,499473,104278,172276,10947,1091864,69176799
2017-11-22,414798,191151,255661,13321,1035391,45033392
2017-11-24,200835,29884,23107,630,258383,27856514
2017-11-27,322293,94215,82051,1190,874934,52274922
2017-11-28,491482,210235,53437,9126,831914,98971719
2017-11-29,570416,141271,639893,2217,1016437,77512102
2017-11-30,568851,125638,154525,1225,856830,127894389
2017-12-01,918244,333524,308471,3054,1661590,164390902
2017-12-04,680330,182888,113591,3062,1589678,94040560
2017-12-05,506261,368431,588777,3146,853711,77994544
2017-12-06,269151,66302,1371185,1528,625817,75898566
2017-12-07,315077,98880,256583,613,946856,77218569
2017-12-08,338067,86723,98978,196381,915455,76563873
2017-12-11,424327,146241,64593,39839,1071811,83077533
2017-12-12,298794,1909956,119197,39833,1215836,85195750
2017-12-13,494687,149892,130871,22281,841722,102905409
2017-12-14,288853,227561,214399,107536,1061663,100666692
2017-12-15,329719,749016,221965,6765,1113465,144610290
2017-12-18,448374,183444,800656,2955,1232471,83653572
2017-12-19,357965,132962,362459,14255,1055448,82382876
2017-12-20,391511,322290,857744,1308,1589924,76751500
2017-12-21,289209,106086,169199,14497,1107166,67032339
2017-12-22,239001,118350,80107,1130,918123,78720873
2017-12-26,220347,147721,210497,3375,866026,45244433
2017-12-27,923596,141195,676338,884,1562865,57750986
2017-12-28,326677,222551,66949,856,1243314,45116139
2017-12-29,414923,236760,128724,15809,1462900,96007424
2018-01-03,1560329,421574,572708,2765,1994451,90070416
2018-01-04,973240,194206,434679,177682,1109332,80636408
2018-01-05,841908,182554,180072,9029,1449361,83523995
2018-01-08,1006467,375244,348384,1808,1607696,57319192
2018-01-09,660771,249959,503462,3264,1998451,57253957
2018-01-10,1212335,300883,339946,12409,1123061,69574318
2018-01-11,2536994,178422,740931,116334,1362107,62361455
2018-01-12,512111,238167,108332,1467,862100,90816076
2018-01-16,1775520,181385,439247,1521,1945463,106555142
2018-01-17,949140,146314,158789,12141,1194247,113258799
2018-01-18,1437593,248941,278063,9510,1338359,100728006
2018-01-19,1018099,154017,240227,3990,1221731,140920098
2018-01-22,712276,132464,120190,3459,1211283,91322408
2018-01-23,701898,115039,176269,10951,1353495,97084700
2018-01-24,698663,342300,282203,4143,1666955,134816117
2018-01-25,668072,216123,175862,2869,1758744,84587313
2018-01-26,549662,196860,506114,1148,1723317,107743119
2018-01-29,1237498,228780,199701,4323,1630778,90118337
2018-01-30,900033,570635,294889,12297,1800684,131796419
2018-01-31,1012297,442783,580691,28045,1704501,118948131
2018-02-01,1002856,1376600,289942,693,10346435,90102470
2018-02-02,905054,558403,260011,3287,2584011,173174790
2018-02-05,2125038,618765,632356,15634,6267226,294681816
2018-02-06,2300710,2287488,850855,7375,7971867,355026782
2018-02-07,959043,630625,635832,3572,6274557,167376100
2018-02-08,1300163,425971,754628,2085,5094137,246449505
2018-02-09,1856306,788827,717571,6434,6896581,283565315
2018-02-12,1440217,794601,379264,276212,3124807,143735976
2018-02-13,815037,175376,371863,197515,2246143,81223640
2018-02-14,1317325,530408,281148,329,1871091,120735685
2018-02-15,975548,313749,272394,7715,1521899,111200286
2018-02-16,825741,188070,1266733,993,1617103,160420135
2018-02-20,1290287,177935,270163,5682,2273733,86369662
2018-02-21,858777,144790,242629,856,1185501,98883740
2018-02-22,614358,295048,506099,1046,1493424,110511290
2018-02-23,519022,149754,132312,869,2582485,92766428
2018-02-26,820955,139643,200183,14135,1636322,86491406
2018-02-27,998362,237125,458273,2091,1706161,99099165
2018-02-28,830722,130857,191748,13390,1535422,121907767
2018-03-01,1366439,1494809,1335020,8070,3646208,176855077
2018-03-02,956577,191124,489276,2605,2493659,139083217
2018-03-05,504680,163039,147871,2445,1619487,97307387
2018-03-06,463652,378217,131877,1896,1443632,79213163
2018-03-07,720149,143782,192868,54660,1468268,87063502
2018-03-08,519299,163416,299810,810,1218550,66901150
2018-03-09,705807,154956,277565,1724,791760,113625335
2018-03-12,1527280,393486,820851,25779,2786279,71924793
2018-03-13,1301550,229025,153367,3332,995029,91968937
2018-03-14,729207,136445,143225,1124,1221662,105895079
2018-03-15,475752,170812,80078,1080,873408,83433038
2018-03-16,619601,251219,250124,1534,1492652,100343673
2018-03-19,790597,222801,147843,1317,1289387,109208442
2018-03-20,498869,151367,106490,1455,1046317,59757271
2018-03-21,521125,133080,184148,4957,1216800,78709578
2018-03-22,913888,171277,306492,9253,1837724,148785916
2018-03-23,2312281,852704,637863,2146,2803501,183534751
2018-03-26,2333877,217292,735145,4343,2515005,141956102
2018-03-27,1838719,484957,463250,16851,2815267,129941445
2018-03-28,1267935,316737,613582,158608,2857527,146452306
2018-03-29,518341,217108,243663,829,3388423,124244790
2018-04-02,2400606,684015,696231,41347,3450330,186286343
2018-04-03,4003377,225744,897737,11566,2120731,119956861
2018-04-04,1255634,329750,328673,1390,2437273,123715339
2018-04-05,1173370,265048,177377,2643,1363119,82652618
2018-04-06,1610063,320882,1164330,1383,1953755,179521209
2018-04-09,776111,276693,350700,697,936742,105442932
2018-04-10,1005609,353987,553126,2082,1588252,105573736
2018-04-11,582848,928946,783348,56845,2212036,91140243
2018-04-12,806441,296496,524635,2818,1805299,68890480
2018-04-13,825282,223622,254580,373,1401927,85079176
2018-04-16,462147,257648,172484,1304,2216370,63405287
2018-04-17,5679832,2021668,197669,3425,1916816,64682036
2018-04-18,1242874,562357,639372,1281,1167295,57303857
2018-04-19,557736,339476,241087,1214,1494837,77655909
2018-04-20,594487,190898,176886,22499,1314802,99953133
2018-04-23,511498,162029,212087,1607,856963,65557954
2018-04-24,967200,383351,379835,3913,1490349,112885452
2018-04-26,469396,220657,222475,3396,872341,67731942
2018-04-27,550766,292487,190716,1405,848983,57053647
2018-04-30,491083,172100,137363,5039,2186089,82182324
2018-05-01,868908,531579,418250,35724,1399990,74203365
2018-05-02,619006,327981,265105,4053,1043814,86368943
2018-05-03,1214376,401928,548288,164219,1567035,136311479
2018-05-04,607394,103233,165532,2369,893329,91222075
2018-05-07,781500,210252,279834,1873,975014,55304907
2018-05-09,615195,240146,120660,5009,1090114,59666143
2018-05-10,1101348,548913,501567,1218191,3885056,72063931
2018-05-11,533062,645892,116760,12733,1801642,59871511
2018-05-14,574022,278052,163402,5015,1677615,54790606
2018-05-15,4503784,1999182,273867,2216,1719924,87036136
2018-05-16,984726,737625,178992,1512,1144256,53942631
2018-05-18,437836,283365,127933,1402,876215,64367959
2018-05-21,624839,341422,239263,523,1230574,58025875
2018-05-22,2383912,200581,207005,1243,1081001,52966358
2018-05-23,728014,208071,124490,2476,983084,64694184
2018-05-24,553546,294950,269904,2915,1475306,76043827
2018-05-25,680305,252580,271646,1146,1207712,56374755
2018-05-29,743814,207191,301732,2372,1489675,115908607
2018-05-30,550997,183999,184085,3102,2591274,69678449
2018-05-31,675002,186991,296418,1539,1230059,93519941
2018-06-01,700155,292218,442808,4992,1102688,71258411
2018-06-04,452486,195409,113681,52949,1429880,45385166
2018-06-05,891225,238767,139716,3781,1143308,51135038
2018-06-06,600800,196473,535618,1129,1773850,62732215
2018-06-07,1020602,418432,355225,2279,1049827,72969402
2018-06-08,1009549,240617,184194,2749,1647478,72139719
2018-06-11,499203,143231,192083,1049,2291985,58892515
2018-06-12,1445345,844253,764851,102798,2163707,72329028
2018-06-13,1425363,172859,210149,3985,1266880,79070610
2018-06-14,724321,247959,262715,27224,1141763,77097620
2018-06-15,658424,217742,259636,1082,1453259,120041562
2018-06-18,730771,164774,149965,2127,957119,52917581
2018-06-19,727677,1095857,655632,475877,2793477,97531510
2018-06-20,484179,621707,207020,1948,1010283,53785486
2018-06-21,506307,535051,148100,3821,1150491,71061404
2018-06-22,1069834,457840,105169,1159,1734053,56612003
2018-06-25,1298291,673306,371150,1059,1815307,137854162
2018-06-26,2638555,373243,424870,1833,2411354,68683211
2018-06-27,984100,349865,323332,3452,2196374,104960655
2018-06-28,843675,1297119,296339,2800,1488902,76650517
2018-06-29,1470662,255022,188859,2473,1440134,97592499
2018-07-02,1241209,419054,547220,907,1658636,63554774
2018-07-03,797357,108991,79515,1952,1095010,42187071
2018-07-05,1403317,240813,166210,11640,1125456,56925919
2018-07-06,635641,284431,184167,1622,871581,66493696
2018-07-09,609882,335407,175138,70947,869826,50550399
2018-07-10,2905133,138352,483476,19126,1126008,51966829
2018-07-11,942076,248458,216555,1498,975036,77054739
2018-07-12,1018444,1247517,520325,78133,2988913,60124687
2018-07-16,616012,156284,114264,2295,1220723,48201038
2018-07-17,637688,124237,162266,2201,758290,52315500
2018-07-19,545911,260437,164986,6194,4275028,61412117
2018-07-20,647539,260485,100639,4899,736443,82372729
2018-07-23,554193,190122,102274,5470,755617,47047565
2018-07-24,588102,363282,149900,2392,4233264,68026935
2018-07-25,614181,402277,244650,5050,944735,78882927
2018-07-26,479718,299544,165474,1458,911607,57919495
2018-07-27,907043,292705,221202,2976,707829,76783177
2018-07-30,1866174,321400,225933,2881,1130719,63742508
2018-07-31,1006494,261423,550103,8338,992634,68570493
2018-08-01,936126,655654,343759,160601,2441292,53853326
2018-08-02,832359,250535,152813,10468,1326870,63426363
2018-08-03,477217,208275,121333,4804,850486,53935386
2018-08-06,818966,256990,136903,4981,1210353,39400887
2018-08-07,771322,163768,558900,6023,1277427,43196646
2018-08-09,324976,141877,281865,3254,1034923,35716976
2018-08-10,388954,390974,422517,4154,952382,77076044
2018-08-13,613777,561199,454929,1322,1620180,65732909
2018-08-14,450026,162812,254978,2005,1352723,43842031
2018-08-15,750412,230043,216142,1515,1305564,102925355
2018-08-16,377629,161994,112854,3763,1001044,69967919
2018-08-17,883188,145209,172333,3343,1104539,65618481
2018-08-20,1707994,223857,129447,1499,986496,39807490
2018-08-21,613674,187895,180628,7238,6718377,67271983
2018-08-23,485343,254641,145073,2241,2050976,49204851
2018-08-24,562134,325032,226200,3152,858778,57487399
2018-08-27,578405,1721381,191676,14788,923759,57072377
2018-08-29,786282,425687,134961,4491,983157,61485514
2018-08-30,1033178,399423,351517,2601,835577,61229501
2018-09-04,923490,648284,335144,168134,2136172,57594367
2018-09-06,945230,172213,1747587,1363,1159431,65909863
2018-09-07,571553,165349,241594,4030,1070961,73524824
2018-09-10,542823,177904,141241,2982,2217311,50191113
2018-09-11,638077,239616,171757,2297,2158034,50530492
2018-09-12,1999167,486266,212531,14613,3307364,59810758
2018-09-13,815167,796566,250909,9383,4141949,51034222
2018-09-14,543514,827468,333865,3121,1803916,55079875
2018-09-17,705885,200363,96959,1603,1210755,68244043
2018-09-18,522138,322556,872839,1471,1244474,61930407
2018-09-19,455370,374547,356772,21997,1337428,49080562
2018-09-20,766284,319995,608425,6676,1216130,100360646
2018-09-21,530511,1055859,1322292,1337,1072911,105479656
2018-09-24,735449,210054,409289,3472,1105834,53409645
2018-09-25,576194,245358,189471,3843,1117992,44370037
2018-09-26,552221,327390,200209,5107,1985251,79739674
2018-09-27,474238,399572,155096,3580,1066835,59249455
2018-09-28,1740303,695553,195395,4960,1109589,70091385
2018-10-01,1151573,430569,509284,159915,1545925,62078937
2018-10-02,2931518,2124377,190640,5318,5827625,47258227
2018-10-03,1106937,574679,190213,2815,1803138,64694594
2018-10-04,1232449,441096,267915,2194,1636921,111545910
